accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	sequence_length	specimen_voucher	trace_count
JQ175565		25-Jan-1994	Papua New Guinea: New Ireland		4.45 S 152.933 E	Ninox variegata	652	USNM:Birds:615018	2
JQ175564		27-Apr-1989	Philippines: Luzon		17.917 N 122.033 E	Ninox philippensis	651	USNM:Birds:613057	2
JQ175563		11-May-1989	Philippines: Luzon		17.833 N 122.017 E	Ninox philippensis	651	USNM:Birds:607326	2
JQ175562		05-May-1989	Philippines: Luzon		17.85 N 121.983 E	Ninox philippensis	651	USNM:Birds:607325	2
JQ175561		12-Oct-1989	Australia: Queensland			Ninox novaeseelandiae	652	USNM:Birds:612701	2
JQ175560		05-Oct-1989	Australia: Queensland			Ninox novaeseelandiae	652	USNM:Birds:612700	2
JQ175559		17-Feb-2001	Myanmar: Kachin		27.832 N 97.763 E	Niltava sundara	652	USNM:Birds:631827	2
JQ175558		15-Feb-2001	Myanmar: Kachin		27.611 N 97.898 E	Niltava sundara	652	USNM:Birds:631816	2
JQ175557		06-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Nigrita bicolor	652	USNM:Birds:631570	2
JQ175556		05-Jun-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Nicator chloris	652	USNM:Birds:623014	2
JQ175555		31-May-2006	Gabon: Ogooue-Maritime		1.857 S 9.852 E	Nicator chloris	651	USNM:Birds:627313	2
JQ175554		01-Jun-2006	Gabon: Ogooue-Maritime		1.857 S 9.852 E	Nicator chloris	651	USNM:Birds:627315	2
JQ175553		18-Mar-1991	Pacific Ocean		5.00 S 140.00 W	Nesofregetta fuliginosa	652	USNM:Birds:613930	2
JQ175552		05-Mar-1991	Pacific Ocean		2.00 N 140.00 W	Nesofregetta fuliginosa	652	USNM:Birds:613931	2
JQ175551		09-Sep-1991	Pacific Ocean		5.00 S 140.00 W	Nesofregetta fuliginosa	652	USNM:Birds:614206	2
JQ175550		18-Mar-1999	Guyana		1.583 N 58.567 W	Neopipo cinnamomea	652	USNM:Birds:625573	2
JQ175549		02-Mar-1999	Guyana		1.65 N 58.617 W	Neopipo cinnamomea	652	USNM:Birds:616556	2
JQ175548		19-Jul-2004	Guyana		4.933 N 59.883 W	Neopipo cinnamomea	652	USNM:Birds:632421	2
JQ175547		27-Jun-1989	Australia: Queensland			Neophema splendida	652	USNM:Birds:612690	2
JQ175546		19-Oct-1989	Australia: Queensland			Neophema splendida	652	USNM:Birds:542621	2
JQ175545		01-Jan-2001	Australia			Neophema splendida	652	USNM:Birds:620221	2
JQ175544		28-Sep-1989	Australia: Queensland			Neophema elegans	652	USNM:Birds:612689	2
JQ175543		19-Oct-1989	Australia: Queensland			Neophema elegans	652	USNM:Birds:542620	2
JQ175542		16-Apr-2000	Guyana		2.867 N 59.267 W	Neopelma pallescens	652	USNM:Birds:626218	2
JQ175540		12-Feb-2001	Guyana		5.20 N 57.283 W	Neopelma chrysocephalum	652	USNM:Birds:627212	2
JQ175538		13-Dec-2000	Guyana		6.017 N 58.20 W	Neopelma chrysocephalum	652	USNM:Birds:627076	2
JQ175537		26-Jul-2004	Guyana		4.965 N 59.914 W	Neomorphus rufipennis	622	USNM:Birds:632470	2
JQ175536		15-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Neocossyphus rufus	652	USNM:Birds:631624	2
JQ175534		07-Mar-2006	Gabon: Ogooue-Maritime		1.871 S 9.866 E	Neocossyphus rufus	573	USNM:Birds:622866	2
JQ175533		06-Jun-2006	Gabon: Ogooue-Maritime		1.848 S 9.86 E	Neocossyphus poensis	652	USNM:Birds:627324	2
JQ175532		30-Sep-2002	Gabon: Ogooue-Maritime		2.34 S 9.598 E	Neocossyphus poensis	652	USNM:Birds:630810	2
JQ175531		15-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Neocossyphus poensis	652	USNM:Birds:631637	2
JQ175530		12-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Neocossyphus fraseri	652	USNM:Birds:631617	2
JQ175529		15-Jun-2006	Gabon: Ogooue-Maritime		1.821 S 9.882 E	Neocossyphus fraseri	652	USNM:Birds:627279	2
JQ175528		06-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Neocossyphus fraseri	652	USNM:Birds:631563	2
JQ175527		07-Nov-2000	Guyana		2.817 N 59.817 W	Nemosia pileata	649	USNM:Birds:627407	2
JQ175525		09-May-1989	Philippines: Luzon		17.85 N 121.983 E	Cinnyris jugularis	623	USNM:Birds:607558	2
JQ175524		17-Aug-1986	Brazil: Para		3.65 S 52.367 W	Nasica longirostris	652	USNM:Birds:562241	2
JQ175523		12-Feb-2001	Myanmar: Kachin		27.50 N 97.802 E	Turdinus brevicaudatus	652	USNM:Birds:631802	2
JQ175521		05-Apr-2001	Guyana		5.267 N 60.733 W	Nannopsittaca panychlora	652	USNM:Birds:616743	2
JQ175519		21-Feb-1989	Panama: Bocas Del Toro			Myrmotherula surinamensis	652	USNM:Birds:612370	2
JQ175518		04-Sep-1986	Brazil: Para			Myrmotherula surinamensis	651	USNM:Birds:572568	2
JQ175517		17-Jan-2001	Guyana		5.517 N 60.733 W	Myrmotherula surinamensis	652	USNM:Birds:622888	2
JQ175516		12-Mar-1999	Guyana		1.583 N 58.633 W	Myrmotherula surinamensis	644	USNM:Birds:616572	2
JQ175515		12-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Myrmotherula surinamensis	652	USNM:Birds:637119	2
JQ175514		17-Aug-1986	Brazil: Para		3.65 S 52.367 W	Myrmotherula surinamensis	652	USNM:Birds:562294	2
JQ175511		07-May-1990	Panama: Chiriqui			Myrmotherula schisticolor	619	USNM:Birds:607608	2
JQ175510		17-Aug-1986	Brazil: Para		3.65 S 52.367 W	Epinecrophylla ornata	652	USNM:Birds:572571	2
JQ175509		16-Aug-1986	Brazil: Para			Epinecrophylla ornata	652	USNM:Birds:572570	2
JQ175508		27-Sep-1986	Brazil: Para		3.65 S 52.367 W	Epinecrophylla ornata	652	USNM:Birds:541413	2
JQ175507		15-Mar-1999	Guyana		1.583 N 58.633 W	Myrmotherula menetriesii	641	USNM:Birds:625495	2
JQ175505		04-Dec-2004	Guyana		6.40 N 58.767 W	Epinecrophylla gutturalis	652	USNM:Birds:627118	2
JQ175504		25-Feb-1989	Panama: Bocas Del Toro			Epinecrophylla fulviventris	652	USNM:Birds:606865	2
JQ175503		21-Apr-1990	Panama: Bocas Del Toro			Epinecrophylla fulviventris	645	USNM:Birds:607747	2
JQ175502		04-Mar-1991	Panama: Bocas Del Toro			Epinecrophylla fulviventris	648	USNM:Birds:608129	2
JQ175500		19-Aug-1986	Brazil: Para		3.65 S 52.367 W	Myrmotherula brachyura	652	USNM:Birds:541408	2
JQ175497		26-Jul-2004	Guyana		4.965 N 59.914 W	Myrmotherula behni	652	USNM:Birds:632469	2
JQ175496		26-Jul-2004	Guyana		4.965 N 59.914 W	Myrmotherula behni	652	USNM:Birds:632473	2
JQ175495		05-Apr-2001	Guyana		5.267 N 60.733 W	Myrmothera simplex	652	USNM:Birds:626921	2
JQ175494		19-Mar-2001	Guyana		5.283 N 60.75 W	Myrmothera simplex	652	USNM:Birds:626869	2
JQ175493		07-Apr-2001	Guyana		5.267 N 60.733 W	Myrmothera simplex	652	USNM:Birds:626929	2
JQ175492		12-Mar-1999	Guyana		1.583 N 58.633 W	Myrmothera campanisona	652	USNM:Birds:625540	2
JQ175489		14-Jul-2004	Guyana		4.933 N 59.883 W	Myrmornis torquata	652	USNM:Birds:632391	2
JQ175488		21-Jul-2004	Guyana		4.933 N 59.883 W	Myrmornis torquata	652	USNM:Birds:632432	2
JQ175487		31-Aug-1986	Brazil: Para		3.65 S 52.367 W	Myrmoborus myotherinus	652	USNM:Birds:562315	2
JQ175486		23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Myrmoborus leucophrys	652	USNM:Birds:637174	2
JQ175484		19-Sep-1986	Brazil: Para		3.65 S 52.367 W	Myrmoborus leucophrys	652	USNM:Birds:572585	2
JQ175483		16-Aug-1986	Brazil: Para		3.65 S 52.367 W	Myrmoborus leucophrys	652	USNM:Birds:562314	2
JQ175482		22-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Myrmoborus leucophrys	652	USNM:Birds:637080	2
JQ175481		06-May-1994	Panama: Panama			Myrmeciza longipes	652	USNM:Birds:608931	2
JQ175480		29-Oct-2000	Guyana		2.733 N 59.983 W	Myrmeciza longipes	652	USNM:Birds:627335	2
JQ175479		29-Oct-2000	Guyana		2.733 N 59.983 W	Myrmeciza longipes	652	USNM:Birds:627336	2
JQ175478		06-May-1994	Panama: Panama			Myrmeciza longipes	652	USNM:Birds:608932	2
JQ175476		25-Jan-1994	Panama: San Blas			Myrmeciza laemosticta	652	USNM:Birds:620101	2
JQ175475		26-Jan-1994	Panama: San Blas			Myrmeciza laemosticta	652	USNM:Birds:608927	2
JQ175474		03-May-1990	Panama: Chiriqui			Myrmeciza immaculata	652	USNM:Birds:542837	2
JQ175471		21-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Myrmeciza ferruginea	611	USNM:Birds:637075	2
JQ175470		04-Feb-2001	Guyana		5.20 N 57.283 W	Myrmeciza ferruginea	652	USNM:Birds:626745	2
JQ175469		23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Myrmeciza ferruginea	652	USNM:Birds:637175	2
JQ175468		12-Feb-1988	Panama: Bocas Del Toro			Myrmeciza exsul	652	USNM:Birds:606200	2
JQ175467		07-Apr-1990	Panama: Bocas Del Toro			Myrmeciza exsul	622	USNM:Birds:607755	2
JQ175466		28-Apr-1990	Panama: Bocas Del Toro		9.083 N 81.85 W	Myrmeciza exsul	645	USNM:Birds:607764	2
JQ175465		19-Oct-2000	Guyana		6.017 N 58.20 W	Myrmeciza atrothorax	652	USNM:Birds:627458	2
JQ175463		25-Mar-1999	Guyana		1.65 N 58.617 W	Myrmeciza atrothorax	652	USNM:Birds:625529	2
JQ175462		12-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Myiozetetes luteiventris	652	USNM:Birds:637121	2
JQ175461		11-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Myiozetetes luteiventris	652	USNM:Birds:637114	2
JQ175460		14-Feb-1988	Panama: Bocas Del Toro			Myiozetetes granadensis	652	USNM:Birds:606317	2
JQ175459		10-Feb-2001	Guyana		5.20 N 57.283 W	Myiozetetes cayanensis	652	USNM:Birds:627102	2
JQ175458		23-Oct-2000	Guyana		6.733 N 58.217 W	Myiozetetes cayanensis	652	USNM:Birds:627379	2
JQ175457		21-Feb-1999	Guyana		5.941 N 58.242 W	Myiornis ecaudatus	652	USNM:Birds:625632	2
JQ175455		09-Mar-1991	Panama: Bocas Del Toro			Myiornis atricapillus	649	USNM:Birds:608210	2
JQ175454		30-Mar-2001	Guyana		5.267 N 60.733 W	Myiophobus roraimae	652	USNM:Birds:626651	2
JQ175453		11-Nov-2005	Uruguay: Artigas		30.493 S 57.738 W	Myiophobus fasciatus	652	USNM:Birds:636128	2
JQ175452		04-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Myiopagis viridicata	652	USNM:Birds:632775	2
JQ175451		02-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Myiopagis viridicata	521	USNM:Birds:632770	2
JQ175450		26-Nov-2004	Guyana		6.517 N 57.733 W	Myiopagis gaimardii	514	USNM:Birds:627113	2
JQ175449		26-Nov-2004	Guyana		6.517 N 57.733 W	Myiopagis gaimardii	520	USNM:Birds:627112	2
JQ175448		12-Mar-1991	Panama: Bocas Del Toro			Myiodynastes hemichrysus	649	USNM:Birds:615204	2
JQ175444		11-Mar-1991	Panama: Bocas Del Toro			Myioborus torquatus	614	USNM:Birds:608223	2
JQ175443		25-Mar-2001	Guyana		5.283 N 60.75 W	Myioborus miniatus	639	USNM:Birds:626782	2
JQ175427		25-Jan-1994	Papua New Guinea: New Ireland		4.504 S 152.937 E	Myiagra alecto	652	USNM:Birds:615032	2
JQ175426		28-Jul-1991	USA: Florida			Mycteria americana	652	USNM:Birds:622460	2
JQ175422		02-Oct-1995	Argentina: Tucuman		26.75 S 65.738 W	Muscisaxicola rufivertex	652	USNM:Birds:616261	2
JQ175421		08-Oct-1995	Argentina: Tucuman		26.738 S 65.768 W	Muscisaxicola cinereus	652	USNM:Birds:609501	2
JQ175420		08-Oct-1995	Argentina: Tucuman		26.738 S 65.768 W	Muscisaxicola cinereus	652	USNM:Birds:620754	2
JQ175417		05-Jun-1997	Mongolia: Bayanhongor		44.904 N 100.567 E	Montifringilla davidiana	649	USNM:Birds:586681	2
JQ175416		16-Mar-1990	Philippines: Cagayan, Babuyan Islands			Monticola solitarius	648	USNM:Birds:635258	2
JQ175414		16-Mar-1990	Philippines: Cagayan, Babuyan Islands			Monticola solitarius	648	USNM:Birds:635260	2
JQ175413		03-Jun-1997	Mongolia: Bayanhongor		44.104 N 100.925 E	Monticola saxatilis	623	USNM:Birds:586679	2
JQ175412		23-Sep-1986	Brazil: Para		3.65 S 52.367 W	Monasa nigrifrons	652	USNM:Birds:541608	2
JQ175395		12-Mar-1991	Panama: Bocas Del Toro			Mitrephanes phaeocercus	648	USNM:Birds:614071	2
JQ175394		05-Dec-1994	Myanmar: Sagaing			Mirafra assamica	652	USNM:Birds:620420	2
JQ175393		03-Dec-1997	Myanmar: Sagaing			Mirafra assamica	618	USNM:Birds:586569	2
JQ175375		25-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Micropygia schomburgkii	652	USNM:Birds:639225	2
JQ175374		26-Mar-2000	Guyana		2.367 N 59.45 W	Micropygia schomburgkii	652	USNM:Birds:622265	2
JQ175373		14-Feb-1994	Papua New Guinea: New Ireland		4.55 S 152.95 E	Micropsitta finschii	652	USNM:Birds:615016	2
JQ175371		12-May-1989	Philippines: Luzon		17.833 N 122.017 E	Microhierax erythrogenys	651	USNM:Birds:613009	2
JQ175370		11-Dec-1994	Myanmar: Sagaing			Microhierax caerulescens	651	USNM:Birds:620491	2
JQ175369		24-Mar-2001	Guyana		5.283 N 60.75 W	Microcerculus ustulatus	639	USNM:Birds:626844	2
JQ175368		01-Apr-2001	Guyana		5.267 N 60.733 W	Microcerculus ustulatus	652	USNM:Birds:626800	2
JQ175367		27-Mar-2001	Guyana		5.283 N 60.75 W	Microcerculus ustulatus	639	USNM:Birds:626847	2
JQ175366		10-Nov-2000	Guyana		2.817 N 59.817 W	Micrastur ruficollis	649	USNM:Birds:627419	2
JQ175364		05-Sep-1998	Guyana		1.383 N 58.933 W	Micrastur mirandollei	609	USNM:Birds:616511	2
JQ175363		03-Oct-1995	Argentina: Tucuman		26.745 S 65.778 W	Metriopelia morenoi	652	USNM:Birds:616268	2
JQ175362		28-Apr-1990	Panama: Bocas Del Toro			Mesembrinibis cayennensis	652	USNM:Birds:613351	2
JQ175361		22-Mar-1999	Guyana		1.583 N 58.633 W	Mesembrinibis cayennensis	652	USNM:Birds:625335	2
JQ175360		06-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.592 E	Merops variegatus	652	USNM:Birds:627694	2
JQ175359		06-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.592 E	Merops variegatus	652	USNM:Birds:630867	2
JQ175358		06-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.592 E	Merops variegatus	652	USNM:Birds:630873	2
JQ175357		04-Dec-1994	Myanmar: Sagaing			Merops orientalis	652	USNM:Birds:620418	2
JQ175356		04-Dec-1994	Myanmar: Sagaing			Merops orientalis	652	USNM:Birds:620417	2
JQ175355		05-Dec-1994	Myanmar: Sagaing			Merops orientalis	652	USNM:Birds:620424	2
JQ175351		07-Oct-2002	Gabon: Ogooue-Maritime		2.33 S 9.594 E	Merops malimbicus	652	USNM:Birds:627697	2
JQ175350		07-Oct-2002	Gabon: Ogooue-Maritime		2.33 S 9.594 E	Merops malimbicus	621	USNM:Birds:630883	2
JQ175349		07-Oct-2002	Gabon: Ogooue-Maritime		2.33 S 9.594 E	Merops malimbicus	626	USNM:Birds:630882	2
JQ175348		06-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.592 E	Merops breweri	643	USNM:Birds:630862	2
JQ175347		08-Oct-2002	Gabon: Ogooue-Maritime		2.338 S 9.591 E	Merops breweri	652	USNM:Birds:630891	2
JQ175346		08-Oct-2002	Gabon: Ogooue-Maritime		2.338 S 9.591 E	Merops breweri	652	USNM:Birds:627698	2
JQ175345		23-Nov-1994	Myanmar: Pegu			Melanochlora sultanea	652	USNM:Birds:620315	2
JQ175344		20-Feb-1989	Panama: Bocas Del Toro			Melanerpes pucherani	652	USNM:Birds:612343	2
JQ175343		04-May-2001	USA: Florida		30.639 N 86.456 W	Melanerpes erythrocephalus	652	USNM:Birds:626511	2
JQ175339		05-Dec-1988	USA: Texas			Melanerpes carolinus	651	USNM:Birds:609466	2
JQ175338		01-Jan-2001	USA: Texas			Melanerpes carolinus	651	USNM:Birds:609461	2
JQ175337		07-Dec-1988	USA: Texas			Melanerpes carolinus	651	USNM:Birds:609457	2
JQ175336		14-Mar-1998	Swaziland			Melaenornis pammelaina	652	USNM:Birds:621683	2
JQ175335		03-Mar-1999	Guyana		1.65 N 58.617 W	Megascops watsonii	652	USNM:Birds:625366	2
JQ175334		22-Aug-1998	Guyana		1.417 N 58.95 W	Megascops watsonii	652	USNM:Birds:625110	2
JQ175332		22-Jan-1996	USA: Washington			Megascops kennicottii	652	USNM:Birds:621105	2
JQ175321		16-Mar-1991	Panama: Chiriqui			Manacus aurantiacus	652	USNM:Birds:614016	2
JQ175320		17-Mar-1991	Panama: Chiriqui			Manacus aurantiacus	652	USNM:Birds:614017	2
JQ175319		17-Mar-1991	Panama: Chiriqui			Manacus aurantiacus	652	USNM:Birds:614018	2
JQ175318		16-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Malimbus nitens	652	USNM:Birds:631650	2
JQ175317		26-Feb-2006	Gabon: Ogooue-Maritime		1.948 S 9.852 E	Malimbus nitens	651	USNM:Birds:626979	2
JQ175316		27-Sep-2002	Gabon: Ogooue-Maritime		2.34 S 9.598 E	Malimbus nitens	652	USNM:Birds:630776	2
JQ175315		09-Sep-1986	Brazil: Para		3.65 S 52.367 W	Malacoptila rufa	652	USNM:Birds:562213	2
JQ175314		26-Apr-1990	Panama: Bocas Del Toro			Malacoptila panamensis	652	USNM:Birds:607732	2
JQ175313		23-Feb-1989	Panama: Bocas Del Toro			Malacoptila panamensis	652	USNM:Birds:612334	2
JQ175312		13-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Malacoptila fusca	652	USNM:Birds:637127	2
JQ175311		08-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Malacoptila fusca	652	USNM:Birds:637187	2
JQ175310		23-Nov-1994	Myanmar: Pegu			Malacocincla abbotti	652	USNM:Birds:620317	2
JQ175309		23-Nov-1988	Australia: Queensland			Macropygia phasianella	652	USNM:Birds:612673	2
JQ175308		29-Nov-1988	Australia: Queensland			Macropygia phasianella	652	USNM:Birds:612671	2
JQ175307		23-Nov-1988	Australia: Queensland			Macropygia phasianella	652	USNM:Birds:612672	2
JQ175306		22-Jan-1994	Papua New Guinea: New Ireland		4.50 S 152.933 E	Macropygia nigrirostris	652	USNM:Birds:616024	2
JQ175305		21-Jan-1994	Papua New Guinea: New Ireland		4.50 S 152.933 E	Macropygia amboinensis	652	USNM:Birds:608670	2
JQ175303		28-Nov-1997	Myanmar: Sagaing			Mixornis gularis	644	USNM:Birds:616426	2
JQ175302		31-Mar-2001	Guyana		5.267 N 60.733 W	Macroagelaius subalaris	652	USNM:Birds:626655	2
JQ175301		08-Apr-2001	Guyana		5.267 N 60.733 W	Macroagelaius subalaris	651	USNM:Birds:626932	2
JQ175300		23-Jul-2004	Guyana		4.933 N 59.883 W	Macroagelaius subalaris	652	USNM:Birds:632318	2
JQ175298		29-Oct-2005	Uruguay: Rocha		33.196 S 53.669 W	Machetornis rixosa	652	USNM:Birds:635845	2
JQ175297		04-Sep-2002	Uruguay: Soriano		33.783 S 57.333 W	Machetornis rixosa	626	USNM:Birds:630192	2
JQ175296		07-Sep-2002	Uruguay: Soriano		33.783 S 57.333 W	Machetornis rixosa	652	USNM:Birds:630200	2
JQ175294		06-May-1990	Panama: Chiriqui			Arremon crassirostris	645	USNM:Birds:542858	2
JQ175291		23-Apr-1995	Myanmar: Chin			Luscinia brunnea	652	USNM:Birds:620595	2
JQ175290		26-Apr-1995	Myanmar: Chin			Luscinia brunnea	652	USNM:Birds:620607	2
JQ175289		21-Apr-2001	Guyana		6.017 N 58.20 W	Lurocalis semitorquatus	652	USNM:Birds:622777	2
JQ175288		11-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Lurocalis semitorquatus	641	USNM:Birds:637208	2
JQ175287		06-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish			Loxigilla noctis	652	USNM:Birds:612582	2
JQ175286		04-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish			Loxigilla noctis	652	USNM:Birds:612581	2
JQ175285		06-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish			Loxigilla noctis	652	USNM:Birds:612584	2
JQ175284		27-Jan-1994	Papua New Guinea: New Ireland		4.45 S 152.933 E	Lorius albidinucha	652	USNM:Birds:615015	2
JQ175283		10-May-1989	Philippines: Luzon		17.85 N 121.983 E	Loriculus philippensis	652	USNM:Birds:607295	2
JQ175282		13-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Lophotriccus vitiosus	517	USNM:Birds:637220	2
JQ175281		23-Jul-2004	Guyana		4.933 N 59.883 W	Lophotriccus vitiosus	630	USNM:Birds:632447	2
JQ175280		24-Oct-2000	Guyana		6.10 N 58.25 W	Lophotriccus galeatus	634	USNM:Birds:627381	2
JQ175279		09-Apr-2001	Guyana		5.267 N 60.733 W	Lophornis pavoninus	652	USNM:Birds:626831	2
JQ175278		08-Apr-2001	Guyana		5.267 N 60.733 W	Lophornis pavoninus	652	USNM:Birds:616733	2
JQ175277		11-Apr-2001	Guyana		5.267 N 60.733 W	Lophornis pavoninus	652	USNM:Birds:622793	2
JQ175275		17-May-2006	Greece: Lesvos		39.129 N 26.219 E	Locustella fluviatilis	652	USNM:Birds:637440	2
JQ175274		22-Oct-2005	Uruguay: Maldonado		34.279 S 54.648 W	Lochmias nematura	652	USNM:Birds:635908	2
JQ175273		21-Oct-2005	Uruguay: Maldonado		34.282 S 54.627 W	Lochmias nematura	652	USNM:Birds:635781	2
JQ175272		22-Oct-2005	Uruguay: Maldonado		34.279 S 54.648 W	Lochmias nematura	652	USNM:Birds:635712	2
JQ175270		13-Sep-1998	Guyana		1.383 N 58.933 W	Lipaugus vociferans	644	USNM:Birds:587364	2
JQ175269		19-Apr-1995	Myanmar: Chin			Liocichla phoenicea	652	USNM:Birds:620538	2
JQ175268		20-Sep-2002	Uruguay: Rocha		34.43 S 54.255 W	Limnoctites rectirostris	652	USNM:Birds:630164	2
JQ175267		20-Sep-2002	Uruguay: Rocha		34.43 S 54.255 W	Limnoctites rectirostris	652	USNM:Birds:630165	2
JQ175266		21-Sep-2002	Uruguay: Rocha		33.849 S 53.931 W	Limnoctites rectirostris	652	USNM:Birds:630534	2
JQ175265		17-Feb-1996	Argentina: Entre Rios			Limnornis curvirostris	652	USNM:Birds:614663	2
JQ175264		15-Feb-1992	Argentina: Entre Rios			Limnornis curvirostris	652	USNM:Birds:614659	2
JQ175263		16-Feb-1996	Argentina: Entre Rios			Limnornis curvirostris	652	USNM:Birds:614661	2
JQ175262		22-Feb-1990	USA: Colorado			Leucosticte arctoa	652	USNM:Birds:609762	2
JQ175261		01-Mar-1991	Panama: Bocas Del Toro			Leucopternis semiplumbeus	652	USNM:Birds:613955	2
JQ175260		01-Jan-2001	Panama: Chiriqui			Leucopternis princeps	652	USNM:Birds:613281	2
JQ175259		04-Oct-2000	Guyana		6.017 N 58.20 W	Leucopternis melanops	652	USNM:Birds:627432	2
JQ175258		05-Apr-1999	Guyana		6.00 N 58.25 W	Leucopternis melanops	649	USNM:Birds:621942	2
JQ175257		06-Mar-1991	Panama: Bocas Del Toro			Leucopternis albicollis	645	USNM:Birds:613956	2
JQ175255		23-Mar-2002	Guyana		8.25 N 59.733 W	Leptotila rufaxilla	652	USNM:Birds:623206	2
JQ175254		06-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Leptotila rufaxilla	652	USNM:Birds:637034	2
JQ175253		21-Jan-2001	Guyana		5.517 N 60.733 W	Leptotila rufaxilla	652	USNM:Birds:626758	2
JQ175252		28-Feb-1989	Panama: Bocas Del Toro			Leptotila plumbeiceps	652	USNM:Birds:612282	2
JQ175251		21-Feb-1989	Panama: Bocas Del Toro			Leptotila plumbeiceps	652	USNM:Birds:606734	2
JQ175250		21-Feb-1989	Panama: Bocas Del Toro			Leptotila cassini	652	USNM:Birds:606737	2
JQ175249		19-Apr-1990	Panama: Bocas Del Toro			Leptotila cassini	645	USNM:Birds:607654	2
JQ175248		28-Apr-1990	Panama: Bocas Del Toro		9.083 N 81.85 W	Leptotila cassini	618	USNM:Birds:607653	2
JQ175247		07-May-1990	Panama: Chiriqui			Leptopogon superciliaris	652	USNM:Birds:607596	2
JQ175246		05-May-1990	Panama: Chiriqui			Leptopogon superciliaris	652	USNM:Birds:613331	2
JQ175244		11-Feb-1994	Papua New Guinea: New Ireland		4.55 S 152.95 E	Leptocoma sericea	652	USNM:Birds:608697	2
JQ175243		06-Sep-2002	Uruguay: Soriano		33.778 S 57.231 W	Leptasthenura platensis	652	USNM:Birds:630139	2
JQ175242		09-Sep-2002	Uruguay: Soriano		33.744 S 57.20 W	Leptasthenura platensis	652	USNM:Birds:630413	2
JQ175241		16-Sep-2002	Uruguay: Colonia		33.904 S 58.261 W	Leptasthenura platensis	652	USNM:Birds:630523	2
JQ175238		26-Jul-2004	Guyana		4.902 N 59.901 W	Lepidothrix suavissima	652	USNM:Birds:632820	2
JQ175235		10-Mar-2002	Guyana		8.40 N 59.75 W	Lepidocolaptes souleyetii	652	USNM:Birds:627554	2
JQ175234		02-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Lepidocolaptes souleyetii	652	USNM:Birds:632713	2
JQ175233		05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Lepidocolaptes souleyetii	652	USNM:Birds:632776	2
JQ175232		13-Mar-1991	Panama: Bocas Del Toro			Lepidocolaptes souleyetii	652	USNM:Birds:614010	2
JQ175231		11-Mar-2002	Guyana		8.40 N 59.75 W	Lepidocolaptes souleyetii	652	USNM:Birds:627558	2
JQ175230		05-Apr-1999	Guyana		6.00 N 58.25 W	Lepidocolaptes albolineatus	652	USNM:Birds:587768	2
JQ175229		13-Dec-2000	Guyana		6.017 N 58.20 W	Lepidocolaptes albolineatus	652	USNM:Birds:622942	2
JQ175228		13-Dec-2000	Guyana		6.017 N 58.20 W	Lepidocolaptes albolineatus	644	USNM:Birds:627132	2
JQ175227		08-Mar-2001	Myanmar: Kachin		27.57 N 97.893 E	Leiothrix argentauris	652	USNM:Birds:631873	2
JQ175226		07-Feb-2001	Guyana		5.20 N 57.283 W	Legatus leucophaius	652	USNM:Birds:622976	2
JQ175225		07-Feb-2001	Guyana		5.20 N 57.283 W	Legatus leucophaius	652	USNM:Birds:626719	2
